0000.wav;0
0001;1;;
0002.wav;2
0003.wav;3
0004.wav;4
0005.wav;5
0006.wav;6
0007.wav;7
0008.wav;8
0009.wav;9
0010.wav;10
0011.wav;11
0012.wav;12
0013.wav;13
0014.wav;14
0015.wav;15
0016.wav;16
0017.wav;17
0018.wav;18
0019.wav;19
0020.wav;20
0021.wav;21
0022.wav;22
0023.wav;23
0024.wav;24
0025.wav;25
0026.wav;26
0027.wav;27
0028.wav;28
0029.wav;29
0030.wav;30
0031.wav;31
0032.wav;32
0033.wav;33
0034.wav;34
0035.wav;35
0036.wav;36
0037.wav;37
0038.wav;38
0039.wav;39
0040.wav;40
0041.wav;41
0042.wav;42
0043.wav;43
0044.wav;44
0045.wav;45
0046.wav;46
0047.wav;47
0048.wav;48
0049.wav;49
0050.wav;50
0051.wav;51
0052.wav;52
0053.wav;53
0054.wav;54
0055.wav;55
0056.wav;56
0057.wav;57
0058.wav;58
0059.wav;59
0060.wav;60
0061.wav;61
0062.wav;62
0063.wav;63
0064.wav;64
0065.wav;65
0066.wav;66
0067.wav;67
0068.wav;68
0069.wav;69
0070.wav;70
0071.wav;71
0072.wav;72
0073.wav;73
0074.wav;74
0075.wav;75
0076.wav;76
0077.wav;77
0078.wav;78
0079.wav;79
0080.wav;80
0081.wav;81
0082.wav;82
0083.wav;83
0084.wav;84
0085.wav;85
0086.wav;86
0087.wav;87
0088.wav;88
0089.wav;89
0090.wav;90
0091.wav;91
0092.wav;92
0093.wav;93
0094.wav;94
0095.wav;95
0096.wav;96
0097.wav;97
0098.wav;98
0099.wav;99
0100.wav;100
0101.wav;200
0102.wav;300
0103.wav;400
0104.wav;500
0105.wav;600
0106.wav;700
0107.wav;800
0108.wav;900
0109.wav;ezer
0110.wav;és
0111.wav;minusz
0112.wav;pont
0115.wav;volt
0116.wav;volt
0117.wav;amper
0118.wav;amper
0119.wav;méterper-másodperc
0120.wav;méterper-másodperc
0121.wav;
0122.wav;
0123.wav;kilóméterper-óra
0124.wav;kilóméterper-óra
0125.wav;méter
0126.wav;méter
0127.wav;fok
0128.wav;fok
0129.wav;százalék
0130.wav;százalék
0131.wav;milliamper
0132.wav;miliamper
0133.wav;miliamper-óra
0134.wav;miliamper-óra
0135.wav;watt
0136.wav;watt
0137.wav;decibel
0138.wav;decibel
0139.wav;láb
0140.wav;láb
0141.wav;mérföld
0142.wav;mérföld
0143.wav;óra
0144.wav;óra
0145.wav;perc
0146.wav;perc
0147.wav;másodperc
0148.wav;másodperc
0149.wav;gordulat
0150.wav;fordulat
0151.wav;g!
0152.wav;g!
0160.wav; 
0161.wav;egész egy-tized
0162.wav;egész két-tized
0163.wav;egész három-tized
0164.wav;egész négy-tized
0165.wav;egész öt-tized
0166.wav;egész hat-tized
0167.wav;egész hét-tized
0168.wav;egész nyolc-tized
0169.wav;egész kilenc-tized
0244.wav;trimmer középen
0231.wav;adóakumulátor lemerült.
0230.wav;kop-kop. Ugye nem felejtettél el?
0232.wav;VESZÉLY!, Gázkar nincs-alapon.
0233.wav;VESZÉLY!, Kapcsolók nincsenek-alapon.
0245.wav;Szia!, Open-9-iksz-vagyok.
0250.wav;tik tak.
0251.wav;Tíz-másodperc
0252.wav;Húsz-másodperc
0253.wav;Harminc-másodperc!
0256.wav;Kerék, behúzva
0257.wav;Kerék, kiengedve!
0258.wav;féklap, be!
0259.wav;féklap, ki!
0260.wav;tréner, be!
0261.wav;tréner, ki!
0262.wav;motor, kikapcsolva!
0263.wav;túl magas!
0264.wav;túl alacsony!
0265.wav;VESZÉLY!, Az akkumlátor lemerült!
0266.wav;krow, be!
0267.wav;krow!, ki!
0268.wav;VESZÉLY!, vételi szint, alacsony
0269.wav;VESZÉLY!, vételi szint, kritikus
0270.wav;nagy sebességû, üzemmód!, aktív!
0271.wav;vitorlázó, mód!, be!
0272.wav;normál mód!, be!
0273.wav;leszállás, mód!, be!
0274.wav;akrobat, mód!, be!
0275.wav;egyes-repülés üzemmód!
0276.wav;kettes-repülés üzemmód!
0277.wav;hármas-repülés üzemmód!
0278.wav;négyes-repülés üzemmód!
0279.wav;ötös-repülés üzemmód!
0280.wav;hatos-repülés üzemmód!
0281.wav;hetes-repülés üzemmód!
0282.wav;nyolcas-repülés üzemmód!
0283.wav;kilences-repülés üzemmód!
0284.wav;vario!, be!
0285.wav;vario!, ki!
0400;VESZÉLY!, Hibás-felszállási-konfiguráció!, Ellenõrizd a rádiót!,
0401;Tirex 450
0402;Oktokopter
0403;didzsiáj. 650
0404;Multiwi
0405;Piadzset
0406;Szkájwolker
0407;izi sztár.
0408;
0409;
0410;
0411;
0412;
0413;
0414;
0415;
0416;
0417;VESZÉLY!, Vevõakku feszültség alcsony.
0418;VESZÉLY!, Nincs telemetria
0419;Motor energia letiltva.
0420;Magasságtartás aktív.
0421;Magasságtartás kikapcsolva.
0422;DZSIPIESZ poziciótartás bekapcsolva.
0423;DZSIPIESZ poziciótartás kikapcsolva.
0424;Automatikus hazatérés bekapcsolva.
0425;Automatikus hazatérés kikapcsolva.
0426;Alacsony kitérés üzemmód, aktív.
0427;Magas kitérés üzemmód, aktív.
0428;VESZÉLY!!! Félszéf üzemmód aktiválva.
0429;Kerfrii, aktiválva.
0430
0431
0432
0433
0434
0435
0436
0437
0438
0439
0440
0441
0442
0443
0444
0445
0446
0447
0448
0449
0450
0451
0452
0453
0454
0455
0456
0457
0458
0459
0460
0461
0462
0463
0464
0465
0466
0467
0468
0469
0470
0471
0472
0473
0474
0475
0476
0477
0478
0479
0480
0481
0482
0483
0484
0485
0486
0487
0488
0489
0490
0491
0492
0493
0494
0495
0496
0497
0498
0499
0500
0501
0502
0503
0504
0505
0506
0507
0508
0509
0510
0511
0512
